0,1,2,3,4
1415.0,37389.7723783739,34.4421687847935,7365.938915577731,0.0
1745.0,40568.075182382,35.9414662765339,5990.3186079527695,0.0
1569.0,46583.1995988265,32.704374910332305,6241.27050834808,0.0
1554.0,31702.334298752205,28.4226720966399,3587.7223890690298,0.0
1513.0,36351.2777304277,33.8635710026138,6619.83268303124,1.0
1541.0,39573.3414380811,29.13702617678789,5785.88427485782,1.0
1555.0,34113.113284111,30.8335623210296,6360.15489740922,1.0
1557.0,39421.366835013,26.4306427794509,6111.961017092231,1.0
1575.0,33867.5022637472,30.157854254357495,5714.026373679871,1.0
1586.0,45980.3343447857,31.948323670774702,5929.09802983651,1.0
1596.0,39395.8304123953,36.3704711874016,7557.873337858699,1.0
1641.0,38387.322279159,30.076033597346395,6453.507839377479,1.0
1726.0,34428.9726391435,27.3684103004634,6016.61509078929,1.0
1774.0,44979.8021861352,32.5319016040303,6045.0894869837,1.0
1836.0,35276.5879873186,28.5721331895329,6820.315403719871,1.0
1841.0,29838.124806992695,25.8950840602629,5913.64955570739,1.0
1475.0,40708.9194096625,32.816768867429296,5532.3438431879,1.0
1473.0,41101.5429464169,35.654033693019294,5240.1143734774205,1.0
1008.0,30742.5797148608,26.449336839839802,5685.65364147975,1.0
1291.0,43536.0389109701,27.866907121148,6427.726092600339,1.0
1289.0,30884.0567292646,31.2778618824668,4099.90204534619,1.0
1366.0,27550.8952722885,29.732926420401803,3944.2193177008794,1.0
1381.0,34192.1605216339,27.9972893036902,5233.66322803221,1.0
1441.0,33265.7905458473,21.5834590201266,5968.4420381087,1.0
1454.0,28630.0095077604,27.291530027519897,4406.99505612761,1.0
1465.0,33198.1282844208,30.142012033611497,4285.38691174949,1.0
1861.0,40240.7275559381,26.9590053195134,7498.630446855848,1.0
1481.0,33227.2801827639,23.1489815721288,6470.410380719821,1.0
1549.0,30497.2045053728,28.476944413036104,4573.59408976341,1.0
1584.0,29338.256448973,25.690129119437202,5120.40679717739,1.0
1684.0,29856.486320495602,18.055874488782106,4731.81686363074,1.0
1732.0,28700.872585177403,28.797041818499604,5090.31049085575,1.0
1733.0,27193.743053358,21.4095960748382,4518.85835090904,1.0
1190.0,38852.933018934,27.050294155255,7513.18286435755,1.0
1515.0,32086.913536768396,28.4107764703222,6362.39035410808,1.0
1909.0,35020.4887730069,24.991910484153802,6832.803041888821,1.0
